MUNICÍPIO DO FATO;REGIAO GEOGRÁFICA;NATUREZA;DATA DO FATO;ANO;SEXO;IDADE SENASP;TOTAL DE ENVOLVIDOS
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;10/08/2017;2017;FEMININO;1) 00-11;2
SANHARO;AGRESTE;ESTUPRO DE VULNERÁVEL;10/08/2017;2017;FEMININO;(vazio);1
SAO JOSE DO BELMONTE;SERTÃO;ESTUPRO DE VULNERÁVEL;10/08/2017;2017;FEMININO;1) 00-11;1
ALIANCA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;11/08/2017;2017;MASCULINO;1) 00-11;1
ALIANCA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;11/08/2017;2017;MASCULINO;2) 12-17;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;11/08/2017;2017;FEMININO;1) 00-11;1
CARPINA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;11/08/2017;2017;FEMININO;3) 18-24;1
ITAPETIM;SERTÃO;ESTUPRO DE VULNERÁVEL;11/08/2017;2017;FEMININO;2) 12-17;1
JATAUBA;AGRESTE;ESTUPRO DE VULNERÁVEL;11/08/2017;2017;FEMININO;(vazio);1
RECIFE;RECIFE;ESTUPRO;11/08/2017;2017;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;11/08/2017;2017;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;11/08/2017;2017;FEMININO;2) 12-17;1
SAO BENEDITO DO SUL;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;11/08/2017;2017;FEMININO;2) 12-17;1
IGARASSU;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;12/08/2017;2017;MASCULINO;1) 00-11;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO;12/08/2017;2017;FEMININO;2) 12-17;1
BEZERROS;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;13/08/2017;2017;MASCULINO;1) 00-11;1
BUIQUE;AGRESTE;ESTUPRO;13/08/2017;2017;FEMININO;3) 18-24;1
CAMARAGIBE;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;13/08/2017;2017;FEMININO;2) 12-17;1
CAMARAGIBE;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;13/08/2017;2017;FEMININO;6) 35-64;1
IPOJUCA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;13/08/2017;2017;FEMININO;1) 00-11;1
IPOJUCA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;13/08/2017;2017;FEMININO;2) 12-17;1
IPOJUCA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;13/08/2017;2017;FEMININO;5) 30-34;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO;13/08/2017;2017;FEMININO;2) 12-17;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO;13/08/2017;2017;FEMININO;3) 18-24;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;13/08/2017;2017;FEMININO;2) 12-17;1
PAUDALHO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;13/08/2017;2017;FEMININO;2) 12-17;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO;13/08/2017;2017;FEMININO;3) 18-24;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;13/08/2017;2017;FEMININO;1) 00-11;1
SAO LOURENCO DA MATA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;13/08/2017;2017;FEMININO;2) 12-17;1
AGRESTINA;AGRESTE;ESTUPRO;14/08/2017;2017;FEMININO;3) 18-24;1
BELO JARDIM;AGRESTE;ESTUPRO;14/08/2017;2017;FEMININO;2) 12-17;1
CARUARU;AGRESTE;ESTUPRO;14/08/2017;2017;FEMININO;6) 35-64;2
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;14/08/2017;2017;FEMININO;2) 12-17;1
MIRANDIBA;SERTÃO;ESTUPRO DE VULNERÁVEL;14/08/2017;2017;FEMININO;2) 12-17;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO;14/08/2017;2017;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;14/08/2017;2017;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;14/08/2017;2017;FEMININO;2) 12-17;2
SANTA MARIA DO CAMBUCA;AGRESTE;ESTUPRO;14/08/2017;2017;FEMININO;2) 12-17;1
TORITAMA;AGRESTE;ESTUPRO;14/08/2017;2017;FEMININO;6) 35-64;1
BEZERROS;AGRESTE;ESTUPRO;15/08/2017;2017;FEMININO;2) 12-17;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;15/08/2017;2017;FEMININO;1) 00-11;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL;15/08/2017;2017;FEMININO;6) 35-64;1
CORRENTES;AGRESTE;ESTUPRO DE VULNERÁVEL;15/08/2017;2017;MASCULINO;1) 00-11;1
IGARASSU;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;15/08/2017;2017;FEMININO;1) 00-11;1
ITAPETIM;SERTÃO;ESTUPRO DE VULNERÁVEL;15/08/2017;2017;FEMININO;1) 00-11;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;15/08/2017;2017;FEMININO;2) 12-17;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;15/08/2017;2017;FEMININO;1) 00-11;1
GARANHUNS;AGRESTE;ESTUPRO DE VULNERÁVEL;16/08/2017;2017;FEMININO;1) 00-11;2
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;16/08/2017;2017;FEMININO;2) 12-17;1
JOAO ALFREDO;AGRESTE;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;16/08/2017;2017;FEMININO;1) 00-11;1
BELEM DO SAO FRANCISCO;SERTÃO;ESTUPRO;17/08/2017;2017;FEMININO;2) 12-17;1
PETROLINA;SERTÃO;ESTUPRO;17/08/2017;2017;FEMININO;2) 12-17;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL;17/08/2017;2017;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;17/08/2017;2017;FEMININO;1) 00-11;2
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;17/08/2017;2017;FEMININO;3) 18-24;1
ARACOIABA;REGIÃO METROPOLITANA;ESTUPRO;18/08/2017;2017;FEMININO;2) 12-17;1
CONDADO;ZONA DA MATA;ESTUPRO;18/08/2017;2017;FEMININO;3) 18-24;1
CONDADO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;18/08/2017;2017;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;18/08/2017;2017;FEMININO;2) 12-17;1
TIMBAUBA;ZONA DA MATA;ESTUPRO;18/08/2017;2017;MASCULINO;2) 12-17;1
TRINDADE;SERTÃO;ESTUPRO DE VULNERÁVEL;18/08/2017;2017;FEMININO;2) 12-17;1
PETROLINA;SERTÃO;ESTUPRO;19/08/2017;2017;FEMININO;3) 18-24;1
ABREU E LIMA;REGIÃO METROPOLITANA;ESTUPRO;20/08/2017;2017;MASCULINO;4) 25-29;1
AGUAS BELAS;AGRESTE;ESTUPRO DE VULNERÁVEL;20/08/2017;2017;FEMININO;3) 18-24;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;20/08/2017;2017;FEMININO;2) 12-17;1
FEIRA NOVA;AGRESTE;ESTUPRO DE VULNERÁVEL;20/08/2017;2017;FEMININO;1) 00-11;1
GARANHUNS;AGRESTE;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;20/08/2017;2017;FEMININO;3) 18-24;1
IGARASSU;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;20/08/2017;2017;MASCULINO;2) 12-17;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO;20/08/2017;2017;MASCULINO;1) 00-11;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;20/08/2017;2017;FEMININO;1) 00-11;1
MACHADOS;AGRESTE;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;20/08/2017;2017;FEMININO;6) 35-64;1
PANELAS;AGRESTE;ESTUPRO;20/08/2017;2017;FEMININO;1) 00-11;1
PANELAS;AGRESTE;ESTUPRO;20/08/2017;2017;FEMININO;6) 35-64;1
PETROLINA;SERTÃO;ESTUPRO;20/08/2017;2017;FEMININO;2) 12-17;1
GRANITO;SERTÃO;ESTUPRO DE VULNERÁVEL;21/08/2017;2017;FEMININO;2) 12-17;1
MANARI;SERTÃO;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;21/08/2017;2017;MASCULINO;1) 00-11;1
NAZARE DA MATA;ZONA DA MATA;ESTUPRO;21/08/2017;2017;MASCULINO;3) 18-24;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;21/08/2017;2017;FEMININO;2) 12-17;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO;22/08/2017;2017;FEMININO;5) 30-34;1
SALGADINHO;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;22/08/2017;2017;FEMININO;2) 12-17;1
BELEM DE MARIA;ZONA DA MATA;ESTUPRO;23/08/2017;2017;FEMININO;(vazio);3
CARPINA;ZONA DA MATA;ESTUPRO;23/08/2017;2017;FEMININO;1) 00-11;1
CARPINA;ZONA DA MATA;ESTUPRO;23/08/2017;2017;MASCULINO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO;23/08/2017;2017;FEMININO;3) 18-24;1
TIMBAUBA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;23/08/2017;2017;FEMININO;1) 00-11;1
ABREU E LIMA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;24/08/2017;2017;FEMININO;1) 00-11;1
AFOGADOS DA INGAZEIRA;SERTÃO;ESTUPRO DE VULNERÁVEL;24/08/2017;2017;FEMININO;1) 00-11;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;24/08/2017;2017;MASCULINO;2) 12-17;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO;25/08/2017;2017;FEMININO;3) 18-24;1
GARANHUNS;AGRESTE;ESTUPRO;25/08/2017;2017;FEMININO;2) 12-17;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO;25/08/2017;2017;FEMININO;2) 12-17;1
SALGUEIRO;SERTÃO;ESTUPRO DE VULNERÁVEL;25/08/2017;2017;FEMININO;1) 00-11;1
TRINDADE;SERTÃO;ESTUPRO DE VULNERÁVEL;25/08/2017;2017;FEMININO;1) 00-11;1
BEZERROS;AGRESTE;ESTUPRO DE VULNERÁVEL;26/08/2017;2017;FEMININO;1) 00-11;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO;26/08/2017;2017;MASCULINO;3) 18-24;1
CATENDE;ZONA DA MATA;ESTUPRO;26/08/2017;2017;FEMININO;2) 12-17;1
PASSIRA;AGRESTE;ESTUPRO;26/08/2017;2017;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;26/08/2017;2017;FEMININO;3) 18-24;1
CAMARAGIBE;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;27/08/2017;2017;FEMININO;5) 30-34;1
ESCADA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;27/08/2017;2017;FEMININO;1) 00-11;1
ESCADA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;27/08/2017;2017;MASCULINO;1) 00-11;1
LAJEDO;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;27/08/2017;2017;MASCULINO;1) 00-11;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;27/08/2017;2017;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;27/08/2017;2017;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;27/08/2017;2017;FEMININO;2) 12-17;2
AMARAJI;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;28/08/2017;2017;FEMININO;2) 12-17;1
BELEM DO SAO FRANCISCO;SERTÃO;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;28/08/2017;2017;FEMININO;4) 25-29;1
CAMARAGIBE;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;28/08/2017;2017;FEMININO;1) 00-11;1
ITAPISSUMA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;28/08/2017;2017;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO;28/08/2017;2017;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO;28/08/2017;2017;FEMININO;3) 18-24;1
SANHARO;AGRESTE;ESTUPRO;28/08/2017;2017;FEMININO;4) 25-29;1
SAO JOAQUIM DO MONTE;AGRESTE;ESTUPRO DE VULNERÁVEL;28/08/2017;2017;FEMININO;2) 12-17;1
SAO VICENTE FERRER;AGRESTE;ESTUPRO DE VULNERÁVEL;28/08/2017;2017;MASCULINO;1) 00-11;1
SAO VICENTE FERRER;AGRESTE;ESTUPRO DE VULNERÁVEL;28/08/2017;2017;MASCULINO;(vazio);1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;29/08/2017;2017;FEMININO;(vazio);1
RECIFE;RECIFE;ESTUPRO;29/08/2017;2017;FEMININO;3) 18-24;1
RECIFE;RECIFE;ESTUPRO;29/08/2017;2017;FEMININO;6) 35-64;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;29/08/2017;2017;FEMININO;1) 00-11;1
ALIANCA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;30/08/2017;2017;FEMININO;2) 12-17;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;30/08/2017;2017;FEMININO;2) 12-17;1
CARPINA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;30/08/2017;2017;FEMININO;2) 12-17;1
PASSIRA;AGRESTE;ESTUPRO DE VULNERÁVEL;30/08/2017;2017;FEMININO;1) 00-11;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;30/08/2017;2017;FEMININO;1) 00-11;1
QUIPAPA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;30/08/2017;2017;FEMININO;2) 12-17;1
SAO LOURENCO DA MATA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;30/08/2017;2017;MASCULINO;1) 00-11;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;31/08/2017;2017;MASCULINO;1) 00-11;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;31/08/2017;2017;FEMININO;1) 00-11;1
MACAPARANA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;31/08/2017;2017;FEMININO;1) 00-11;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO;31/08/2017;2017;FEMININO;3) 18-24;2
CAPOEIRAS;AGRESTE;ESTUPRO;01/09/2017;2017;FEMININO;3) 18-24;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;01/09/2017;2017;FEMININO;2) 12-17;2
CATENDE;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;01/09/2017;2017;MASCULINO;1) 00-11;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;01/09/2017;2017;FEMININO;5) 30-34;1
PALMARES;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;01/09/2017;2017;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO;01/09/2017;2017;FEMININO;4) 25-29;1
TRACUNHAEM;ZONA DA MATA;ESTUPRO;01/09/2017;2017;FEMININO;5) 30-34;1
CAMARAGIBE;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;02/09/2017;2017;FEMININO;1) 00-11;2
MORENO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;02/09/2017;2017;FEMININO;2) 12-17;1
MORENO;REGIÃO METROPOLITANA;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;02/09/2017;2017;FEMININO;2) 12-17;1
SANTA MARIA DA BOA VISTA;SERTÃO;ESTUPRO;02/09/2017;2017;FEMININO;4) 25-29;1
SURUBIM;AGRESTE;ESTUPRO DE VULNERÁVEL;02/09/2017;2017;MASCULINO;1) 00-11;1
TERRA NOVA;SERTÃO;ESTUPRO;02/09/2017;2017;FEMININO;(vazio);1
VERTENTE DO LERIO;AGRESTE;ESTUPRO;02/09/2017;2017;FEMININO;2) 12-17;1
AMARAJI;ZONA DA MATA;ESTUPRO;03/09/2017;2017;FEMININO;1) 00-11;1
BODOCO;SERTÃO;ESTUPRO DE VULNERÁVEL;03/09/2017;2017;FEMININO;2) 12-17;1
ITAPISSUMA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;03/09/2017;2017;FEMININO;(vazio);1
JOAO ALFREDO;AGRESTE;ESTUPRO DE VULNERÁVEL;03/09/2017;2017;FEMININO;2) 12-17;1
PALMARES;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;03/09/2017;2017;FEMININO;3) 18-24;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;03/09/2017;2017;MASCULINO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO;03/09/2017;2017;MASCULINO;3) 18-24;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;03/09/2017;2017;FEMININO;1) 00-11;1
SAO CAETANO;AGRESTE;ESTUPRO DE VULNERÁVEL;03/09/2017;2017;MASCULINO;1) 00-11;1
AGUAS BELAS;AGRESTE;ESTUPRO;04/09/2017;2017;FEMININO;3) 18-24;1
CAMARAGIBE;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;04/09/2017;2017;FEMININO;2) 12-17;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL;04/09/2017;2017;MASCULINO;5) 30-34;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;04/09/2017;2017;FEMININO;1) 00-11;1
IGARASSU;REGIÃO METROPOLITANA;ESTUPRO;04/09/2017;2017;MASCULINO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;04/09/2017;2017;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;04/09/2017;2017;FEMININO;3) 18-24;1
AFOGADOS DA INGAZEIRA;SERTÃO;ESTUPRO DE VULNERÁVEL;05/09/2017;2017;FEMININO;1) 00-11;1
CAMARAGIBE;REGIÃO METROPOLITANA;ESTUPRO;05/09/2017;2017;FEMININO;4) 25-29;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;05/09/2017;2017;FEMININO;2) 12-17;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL;05/09/2017;2017;FEMININO;2) 12-17;2
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;05/09/2017;2017;FEMININO;1) 00-11;2
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;05/09/2017;2017;FEMININO;2) 12-17;1
RIACHO DAS ALMAS;AGRESTE;ESTUPRO;05/09/2017;2017;FEMININO;2) 12-17;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;06/09/2017;2017;FEMININO;2) 12-17;1
VERTENTES;AGRESTE;ESTUPRO;06/09/2017;2017;FEMININO;1) 00-11;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;07/09/2017;2017;FEMININO;2) 12-17;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;07/09/2017;2017;FEMININO;1) 00-11;1
CAMARAGIBE;REGIÃO METROPOLITANA;ESTUPRO;07/09/2017;2017;FEMININO;2) 12-17;1
IGARASSU;REGIÃO METROPOLITANA;ESTUPRO;07/09/2017;2017;MASCULINO;3) 18-24;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;07/09/2017;2017;FEMININO;1) 00-11;1
NAZARE DA MATA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;07/09/2017;2017;FEMININO;2) 12-17;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO;07/09/2017;2017;FEMININO;2) 12-17;1
BODOCO;SERTÃO;ESTUPRO;08/09/2017;2017;FEMININO;2) 12-17;1
BONITO;AGRESTE;ESTUPRO;08/09/2017;2017;FEMININO;3) 18-24;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;08/09/2017;2017;MASCULINO;1) 00-11;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL;08/09/2017;2017;MASCULINO;1) 00-11;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO;08/09/2017;2017;FEMININO;3) 18-24;1
RECIFE;RECIFE;ESTUPRO;08/09/2017;2017;FEMININO;6) 35-64;1
TAMANDARE;ZONA DA MATA;ESTUPRO;08/09/2017;2017;FEMININO;1) 00-11;4
BOM JARDIM;AGRESTE;ESTUPRO DE VULNERÁVEL;09/09/2017;2017;FEMININO;1) 00-11;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;09/09/2017;2017;MASCULINO;1) 00-11;1
ESCADA;ZONA DA MATA;ESTUPRO;09/09/2017;2017;FEMININO;3) 18-24;1
ITAMARACA;REGIÃO METROPOLITANA;ESTUPRO;09/09/2017;2017;FEMININO;6) 35-64;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;09/09/2017;2017;FEMININO;1) 00-11;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;09/09/2017;2017;MASCULINO;1) 00-11;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;09/09/2017;2017;MASCULINO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO;09/09/2017;2017;FEMININO;3) 18-24;1
RECIFE;RECIFE;ESTUPRO;09/09/2017;2017;FEMININO;5) 30-34;1
RECIFE;RECIFE;ESTUPRO;09/09/2017;2017;FEMININO;6) 35-64;1
RECIFE;RECIFE;ESTUPRO;09/09/2017;2017;FEMININO;7) 65 OU MAIS;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;09/09/2017;2017;FEMININO;2) 12-17;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO;10/09/2017;2017;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;10/09/2017;2017;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;10/09/2017;2017;FEMININO;2) 12-17;2
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;10/09/2017;2017;FEMININO;(vazio);1
SAO BENTO DO UNA;AGRESTE;ESTUPRO DE VULNERÁVEL;10/09/2017;2017;MASCULINO;1) 00-11;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;11/09/2017;2017;FEMININO;4) 25-29;1
IGARASSU;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;11/09/2017;2017;FEMININO;2) 12-17;1
SALGADINHO;AGRESTE;ESTUPRO;11/09/2017;2017;FEMININO;4) 25-29;1
SANTA TEREZINHA;SERTÃO;ESTUPRO DE VULNERÁVEL;11/09/2017;2017;FEMININO;2) 12-17;2
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL;12/09/2017;2017;FEMININO;2) 12-17;1
GRAVATA;AGRESTE;ESTUPRO;12/09/2017;2017;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;12/09/2017;2017;FEMININO;6) 35-64;1
IGARASSU;REGIÃO METROPOLITANA;ESTUPRO;13/09/2017;2017;FEMININO;1) 00-11;1
JAQUEIRA;ZONA DA MATA;ESTUPRO;13/09/2017;2017;FEMININO;3) 18-24;1
PARNAMIRIM;SERTÃO;ESTUPRO;13/09/2017;2017;FEMININO;2) 12-17;2
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;13/09/2017;2017;MASCULINO;1) 00-11;1
POMBOS;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;13/09/2017;2017;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;13/09/2017;2017;FEMININO;2) 12-17;1
SAO JOSE DO EGITO;SERTÃO;ESTUPRO DE VULNERÁVEL;13/09/2017;2017;FEMININO;1) 00-11;1
SAO JOSE DO EGITO;SERTÃO;ESTUPRO DE VULNERÁVEL;13/09/2017;2017;FEMININO;2) 12-17;1
ALTINHO;AGRESTE;ESTUPRO;14/09/2017;2017;FEMININO;6) 35-64;1
CARPINA;ZONA DA MATA;ESTUPRO;14/09/2017;2017;FEMININO;6) 35-64;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;14/09/2017;2017;FEMININO;1) 00-11;1
JAQUEIRA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;14/09/2017;2017;FEMININO;1) 00-11;1
